-1.250000000000000000e+00 9.999407108591350513e-01
-1.247556207233626591e+00 9.999867609272891089e-01
-1.245112414467253181e+00 9.999881235075848140e-01
-1.242668621700879772e+00 9.999843370874937909e-01
-1.240224828934506363e+00 9.999627645971908008e-01
-1.237781036168132953e+00 9.999550382847467445e-01
-1.235337243401759544e+00 9.999440783500752605e-01
-1.232893450635386134e+00 9.999303361641932453e-01
-1.230449657869012725e+00 9.999598893952950096e-01
-1.228005865102639316e+00 9.999784460972676037e-01
-1.225562072336265906e+00 1.000002223226532205e+00
-1.223118279569892497e+00 9.999917062217078545e-01
-1.220674486803519088e+00 9.999914766326024607e-01
-1.218230694037145678e+00 9.999938460351220915e-01
-1.215786901270772269e+00 1.000012407699239159e+00
-1.213343108504398860e+00 1.000003092845613617e+00
-1.210899315738025450e+00 1.000034748321554590e+00
-1.208455522971652041e+00 1.000032270324664019e+00
-1.206011730205278631e+00 1.000045865045978699e+00
-1.203567937438905222e+00 1.000025426426525588e+00
-1.201124144672531813e+00 1.000004633267530307e+00
-1.198680351906158403e+00 1.000001052149769309e+00
-1.196236559139784994e+00 1.000039871108428402e+00
-1.193792766373411585e+00 1.000033955739197067e+00
-1.191348973607038175e+00 1.000051108688580603e+00
-1.188905180840664766e+00 1.000043697771540563e+00
-1.186461388074291357e+00 1.000013298999985478e+00
-1.184017595307917947e+00 1.000006649936277858e+00
-1.181573802541544538e+00 1.000019381102598581e+00
-1.179130009775171128e+00 1.000023692552659993e+00
-1.176686217008797719e+00 1.000070393466589547e+00
-1.174242424242424310e+00 1.000091853218377569e+00
-1.171798631476050900e+00 1.000102178568766487e+00
-1.169354838709677491e+00 1.000093625078703363e+00
-1.166911045943304082e+00 1.000068738669619428e+00
-1.164467253176930672e+00 1.000117091667666047e+00
-1.162023460410557263e+00 1.000091817321222765e+00
-1.159579667644183854e+00 1.000123347181026023e+00
-1.157135874877810444e+00 1.000165717324942749e+00
-1.154692082111437035e+00 1.000179560275213708e+00
-1.152248289345063625e+00 1.000164453016352040e+00
-1.149804496578690216e+00 1.000163359941280916e+00
-1.147360703812316807e+00 1.000154578106010161e+00
-1.144916911045943397e+00 1.000152012153633141e+00
-1.142473118279569988e+00 1.000199278809771997e+00
-1.140029325513196579e+00 1.000195020161965376e+00
-1.137585532746823169e+00 1.000231281798062977e+00
-1.135141739980449760e+00 1.000229512902896190e+00
-1.132697947214076351e+00 1.000235339442421711e+00
-1.130254154447702941e+00 1.000220361035772942e+00
-1.127810361681329532e+00 1.000268476122725625e+00
-1.125366568914956122e+00 1.000307328947204200e+00
-1.122922776148582713e+00 1.000388414566732997e+00
-1.120478983382209304e+00 1.000419674107862811e+00
-1.118035190615835894e+00 1.000486441611616595e+00
-1.115591397849462485e+00 1.000536090844973858e+00
-1.113147605083089076e+00 1.000651665947039026e+00
-1.110703812316715666e+00 1.000800122433040507e+00
-1.108260019550342035e+00 1.000941706420919619e+00
-1.105816226783968625e+00 1.001127464972687786e+00
-1.103372434017595216e+00 1.001336567586777582e+00
-1.100928641251221807e+00 1.001536497746241761e+00
-1.098484848484848397e+00 1.001680735304882441e+00
-1.096041055718474988e+00 1.001877378140979769e+00
-1.093597262952101579e+00 1.002048638292035276e+00
-1.091153470185728169e+00 1.002205418374927826e+00
-1.088709677419354760e+00 1.002379305733882342e+00
-1.086265884652981351e+00 1.002504809465082802e+00
-1.083822091886607941e+00 1.002633508120877925e+00
-1.081378299120234532e+00 1.002743832948947533e+00
-1.078934506353861122e+00 1.002888758876235409e+00
-1.076490713587487713e+00 1.003010775975306634e+00
-1.074046920821114304e+00 1.003096060531768474e+00
-1.071603128054740894e+00 1.002985837908696665e+00
-1.069159335288367485e+00 1.002561220242663920e+00
-1.066715542521994076e+00 1.001658853980571973e+00
-1.064271749755620666e+00 1.000088053774627506e+00
-1.061827956989247257e+00 9.976977113989249357e-01
-1.059384164222873848e+00 9.943121723674994694e-01
-1.056940371456500438e+00 9.897601785579912548e-01
-1.054496578690127029e+00 9.838796138737451180e-01
-1.052052785923753619e+00 9.765885612185983833e-01
-1.049608993157380210e+00 9.678494727096265127e-01
-1.047165200391006801e+00 9.576892458362068483e-01
-1.044721407624633391e+00 9.460848360740921059e-01
-1.042277614858259982e+00 9.331831952716038714e-01
-1.039833822091886573e+00 9.190202828261053725e-01
-1.037390029325513163e+00 9.035563046689479849e-01
-1.034946236559139754e+00 8.866403008761116755e-01
-1.032502443792766345e+00 8.684553202136332528e-01
-1.030058651026392935e+00 8.487770088758535003e-01
-1.027614858260019526e+00 8.276068288053117783e-01
-1.025171065493646116e+00 8.049199065101556583e-01
-1.022727272727272707e+00 7.807853185084704384e-01
-1.020283479960899298e+00 7.552833201448950762e-01
-1.017839687194525888e+00 7.282301992115340905e-01
-1.015395894428152479e+00 6.998769416884459416e-01
-1.012952101661779070e+00 6.704009080054684766e-01
-1.010508308895405660e+00 6.396981329423081508e-01
-1.008064516129032251e+00 6.079689037139249796e-01
-1.005620723362658842e+00 5.754819515914688655e-01
-1.003176930596285432e+00 5.421892992346720730e-01
-1.000733137829912023e+00 5.083473773382164440e-01
-9.982893450635386134e-01 4.741708525967390786e-01
-9.958455522971652041e-01 4.399050097786907920e-01
-9.934017595307917947e-01 4.057769778320213239e-01
-9.909579667644183854e-01 3.719351598114324919e-01
-9.885141739980449760e-01 3.386406879660076585e-01
-9.860703812316715666e-01 3.062401731752076306e-01
-9.836265884652981573e-01 2.749122117875250626e-01
-9.811827956989247479e-01 2.447894418796444926e-01
-9.787390029325513385e-01 2.160395053737664828e-01
-9.762952101661779292e-01 1.888947241284479606e-01
-9.738514173998045198e-01 1.634884055021794957e-01
-9.714076246334311104e-01 1.397538839109542796e-01
-9.689638318670577011e-01 1.179059501692825973e-01
-9.665200391006842917e-01 9.798734694944347123e-02
